Chromosome	ORF	Promoter	UTR5	Start	End	UTR3	Terminator	End to end?	Tail to Tail?
chrVI	YFL050C	Not available 	Not available 	35848	33272	273	Not available 	0	0
chrVI	YFL049W	638	44	36803	38674	143	9	1	1
chrVI	YFL048C	164	17	40180	38843	93	32	1	0
chrVI	YFL047W	Not available 	Not available 	40421	42565	60	161	0	1
chrVI	YFL046W	161	29	42815	43438	150	0	1	0
chrVI	YFL045C	0	87	44392	43628	133	28	1	1
chrVI	YFL044C	100	21	45560	44655	191	0	0	1
chrVI	YFL042C	911	34	47744	45720	39	100	0	0
chrVI	YFL041W-A	944	7	48734	48925	45	156	0	0
chrVI	YFL041W	156	13	49139	51007	173	Not available 	0	0
chrVI	YFL040W	Not available 	Not available 	51350	52972	168	0	1	1
chrVI	YFL039C	447	128	54695	53260	82	Not available 	1	0
chrVI	YFL038C	72	52	55985	55365	95	447	0	0
chrVI	YFL037W	189	66	56335	57708	226	657	0	1
chrVI	YFL036W	657	190	58781	62836	61	73	1	0
chrVI	YFL034C-B	145	45	63992	63015	154	0	1	1
chrVI	YFL034C-A	393	31	64931	64242	60	145	0	1
chrVI	YFL034W	294	190	65475	68696	120	94	1	1
chrVI	YFL033C	0	203	74425	69113	213	14	1	0
chrVI	YFL032W	Not available 	Not available 	74870	75190	689	0	0	1
chrVI	YFL031W	0	68	75177	76145	416	Not available 	1	1
chrVI	YFL031C-A	Not available 	Not available 	76113	76012	67	Not available 	1	1
chrVI	YFL030W	524	125	76829	77986	87	0	1	1
chrVI	YFL029C	77	50	79159	78053	48	0	1	0
chrVI	YFL028C	130	27	80211	79342	56	77	0	1
chrVI	YFL027C	370	126	81910	80417	49	130	0	0
chrVI	YFL026W	588	31	82578	83873	172	55	1	1
chrVI	YFL025C	426	43	87232	84143	203	36	1	1
chrVI	YFL024C	112	432	90343	87845	144	426	0	1
chrVI	YFL023W	423	74	90984	93374	97	0	1	0
chrVI	YFL022C	Not available 	76	95008	93497	78	0	1	0
chrVI	YFL021W	Not available 	Not available 	95964	97496	146	Not available 	1	0
chrVI	YFL021C-A	Not available 	Not available 	96613	95759	Not available 	Not available 	0	1
chrVI	YFL020C	Not available 	Not available 	99593	99225	Not available 	Not available 	1	1
chrVI	YFL019C	Not available 	Not available 	100599	100246	Not available 	Not available 	0	0
chrVI	YFL018C	408	93	103121	101622	59	Not available 	0	0
chrVI	YFL017W-A	481	32	103693	103926	71	0	1	1
chrVI	YFL017C	139	22	104456	103977	179	0	1	1
chrVI	YFL016C	Not available 	17	106230	104695	78	139	0	0
chrVI	YFL015W-A	Not available 	Not available 	106409	106726	Not available 	Not available 	1	1
chrVI	YFL015C	Not available 	Not available 	106957	106463	Not available 	Not available 	1	0
chrVI	YFL014W	Not available 	39	107250	107579	174	Not available 	0	0
chrVI	YFL013W-A	Not available 	Not available 	107793	108596	Not available 	Not available 	1	1
chrVI	YFL012W-A	Not available 	Not available 	109804	110178	Not available 	Not available 	0	0
chrVI	YFL013C	Not available 	Not available 	109924	107846	35	Not available 	1	0
chrVI	YFL012W	Not available 	Not available 	110641	111087	Not available 	Not available 	0	0
chrVI	YFL011W	Not available 	Not available 	112339	113979	Not available 	Not available 	0	0
chrVI	YFL010W-A	Not available 	Not available 	114984	115268	Not available 	Not available 	1	1
chrVI	YFL010C	300	15	115737	115102	139	Not available 	1	1
chrVI	YFL009W	84	179	116139	118478	87	794	0	1
chrVI	YFL008W	794	65	119424	123101	95	148	0	0
chrVI	YFL007W	148	130	123474	129905	61	201	0	1
chrVI	YFL005W	201	162	130329	130976	218	467	0	0
chrVI	YFL004W	467	144	131805	134291	76	Not available 	1	-1
chrVI	YFL003C	Not available 	Not available 	137152	134516	1097	0	1	1
chrVI	YFL002C	159	13	146929	145109	106	Not available 	0	0
chrVI	YFL001W	75	16	147126	148454	25	583	0	0
chrVI	YFR001W	583	43	149105	149719	76	200	0	0
chrVI	YFR002W	200	16	150011	152530	83	0	1	1
chrVI	YFR003C	168	42	153119	152652	113	0	1	1
chrVI	YFR004W	119	37	153388	154308	59	108	1	0
chrVI	YFR005C	134	47	155868	154522	179	0	1	0
chrVI	YFR006W	0	181	156139	157746	90	1402	0	0
chrVI	YFR007W	1402	55	159293	160354	57	92	0	1
chrVI	YFR008W	92	26	160529	161194	339	888	0	0
chrVI	YFR009W	888	61	162482	164740	71	Not available 	0	1
chrVI	YFR009W-A	Not available 	Not available 	163869	164126	Not available 	Not available 	0	0
chrVI	YFR010W	Not available 	83	165060	166559	92	Not available 	0	0
chrVI	YFR010W-A	Not available 	Not available 	166721	166909	Not available 	Not available 	1	0
chrVI	YFR011C	Not available 	Not available 	167251	166739	Not available 	Not available 	1	1
chrVI	YFR012W	Not available 	Not available 	167881	168489	Not available 	Not available 	0	1
chrVI	YFR012W-A	Not available 	Not available 	169216	169302	Not available 	Not available 	0	0
chrVI	YFR013W	Not available 	Not available 	169914	172277	Not available 	Not available 	1	1
chrVI	YFR014C	79	197	173869	172529	199	Not available 	1	0
chrVI	YFR015C	529	70	176383	174257	112	79	0	1
chrVI	YFR016C	1399	80	180735	177034	52	529	0	0
chrVI	YFR017C	62	70	182849	182262	48	1399	0	1
chrVI	YFR018C	42	63	184210	183119	138	62	0	1
chrVI	YFR019W	139	3	184490	191326	175	1100	0	0
chrVI	YFR020W	1100	125	192726	193424	380	908	0	1
chrVI	YFR021W	908	88	194800	196302	89	369	0	1
chrVI	YFR022W	369	61	196821	199022	109	Not available 	0	1
chrVI	YFR023W	Not available 	Not available 	199862	201697	272	0	1	0
chrVI	YFR024C-A	198	24	203421	201948	129	Not available 	1	0
chrVI	YFR025C	872	28	204738	203731	88	198	0	0
chrVI	YFR026C	Not available 	143	206245	205736	98	872	0	1
chrVI	YFR027W	Not available 	Not available 	207440	208285	Not available 	Not available 	1	1
chrVI	YFR028C	760	33	210056	208401	60	Not available 	1	1
chrVI	YFR029W	786	23	210925	212961	76	208	0	1
chrVI	YFR030W	208	55	213300	216407	47	75	1	0
chrVI	YFR031C	215	53	220094	216582	53	67	1	1
chrVI	YFR031C-A	Not available 	26	221406	220495	133	215	0	1
chrVI	YFR032C	Not available 	Not available 	222947	222078	Not available 	Not available 	0	0
chrVI	YFR032C-A	0	334	223425	223246	74	Not available 	0	0
chrVI	YFR032C-B	184	47	223961	223698	283	0	0	0
chrVI	YFR033C	0	109	224757	224314	122	184	0	1
chrVI	YFR034C	Not available 	28	225946	225008	350	0	0	0
chrVI	YFR034W-A	Not available 	Not available 	226010	226297	Not available 	Not available 	1	0
chrVI	YFR035C	Not available 	Not available 	226453	226109	Not available 	Not available 	1	1
chrVI	YFR036W	Not available 	39	226950	227324	175	Not available 	0	1
chrVI	YFR036W-A	Not available 	Not available 	227438	228088	Not available 	Not available 	1	1
chrVI	YFR037C	77	26	229173	227500	92	Not available 	1	1
chrVI	YFR038W	Not available 	Not available 	229367	231928	91	0	1	0
chrVI	YFR039C	482	115	233531	231999	44	Not available 	1	0
chrVI	YFR040W	574	80	234229	237237	101	0	1	0
chrVI	YFR041C	55	40	238242	237355	92	0	1	1
chrVI	YFR042W	74	37	238445	239047	108	Not available 	1	1
chrVI	YFR043C	Not available 	Not available 	239814	239101	43	0	1	1
chrVI	YFR044C	436	19	241424	239979	28	Not available 	0	0
chrVI	YFR045W	517	16	241985	242986	106	Not available 	1	1
chrVI	YFR046C	Not available 	Not available 	244146	243061	43	16	1	1
chrVI	YFR047C	903	28	245153	244266	55	Not available 	0	1
chrVI	YFR048W	872	53	246133	248121	49	180	0	1
chrVI	YFR049W	180	160	248510	248881	120	12	1	0
chrVI	YFR050C	206	40	249853	249053	118	0	1	0
chrVI	YFR051C	451	42	251790	250150	51	206	0	1
chrVI	YFR052W	619	32	252492	253316	209	Not available 	1	1
chrVI	YFR052C-A	Not available 	Not available 	253721	253416	6	62	1	1
chrVI	YFR053C	Not available 	89	255036	253579	148	Not available 	0	1
chrVI	YFR054C	Not available 	Not available 	259420	258842	Not available 	Not available 	0	1
chrVI	YFR055W	Not available 	Not available 	264191	265213	470	Not available 	0	0
chrVI	YFR056C	Not available 	Not available 	264312	263944	Not available 	Not available 	0	0
chrVI	YFR057W	Not available 	Not available 	269048	269503	Not available 	Not available 	0	0
chrVII	YGL263W	Not available 	Not available 	2790	3932	Not available 	Not available 	0	1
chrVII	YGL262W	Not available 	Not available 	5312	5839	Not available 	Not available 	1	0
chrVII	YGL261C	Not available 	Not available 	6652	6290	Not available 	Not available 	1	0
chrVII	YGL260W	Not available 	Not available 	6860	7090	Not available 	Not available 	0	1
chrVII	YGL259W	Not available 	Not available 	8470	8967	Not available 	Not available 	0	0
chrVII	YGL258W-A	Not available 	Not available 	9162	9395	91	Not available 	0	1
chrVII	YGL258W	Not available 	Not available 	11110	11730	Not available 	Not available 	1	1
chrVII	YGL257C	489	89	14157	12481	87	Not available 	1	0
chrVII	YGL256W	399	267	14910	16307	175	4458	0	1
chrVII	YGL255W	4458	38	20978	22108	96	68	0	0
chrVII	YGL254W	68	32	22304	23203	412	286	0	1
chrVII	YGL253W	286	34	23935	25395	188	111	1	0
chrVII	YGL252C	168	24	27484	25718	217	72	1	1
chrVII	YGL251C	Not available 	Not available 	31636	27921	245	168	0	1
chrVII	YGL250W	0	79	31910	32635	213	Not available 	0	1
chrVII	YGL249W	Not available 	Not available 	33098	35212	Not available 	Not available 	0	1
chrVII	YGL248W	Not available 	46	35653	36762	56	Not available 	0	1
chrVII	YGL247W	Not available 	Not available 	36933	37526	31	4	1	0
chrVII	YGL246C	125	56	38780	37617	96	Not available 	1	0
chrVII	YGL245W	128	19	39023	41149	62	240	0	0
chrVII	YGL244W	240	47	41498	43174	111	Not available 	0	0
chrVII	YGL243W	Not available 	Not available 	43307	44509	136	0	1	1
chrVII	YGL242C	142	43	45197	44652	100	Not available 	1	1
chrVII	YGL241W	119	29	45445	48459	63	Not available 	0	1
chrVII	YGL240W	Not available 	Not available 	48613	49365	Not available 	Not available 	1	0
chrVII	YGL238W	Not available 	Not available 	49552	52434	100	114	1	0
chrVII	YGL239C	Not available 	Not available 	49745	49431	68	Not available 	1	1
chrVII	YGL237C	120	83	53528	52731	1292	Not available 	1	1
chrVII	YGL235W	Not available 	Not available 	55279	55815	Not available 	Not available 	0	1
chrVII	YGL236C	Not available 	Not available 	55796	53787	56	120	0	1
chrVII	YGL234W	Not available 	56	56482	58890	88	90	0	1
chrVII	YGL233W	90	54	59122	61854	67	127	0	1
chrVII	YGL232W	127	27	62075	63002	73	0	1	0
chrVII	YGL231C	Not available 	18	63620	63048	39	0	1	1
chrVII	YGL230C	Not available 	Not available 	64215	63772	Not available 	Not available 	0	1
chrVII	YGL229C	263	230	66959	64503	7	Not available 	0	0
chrVII	YGL228W	591	41	67598	69331	146	166	0	1
chrVII	YGL227W	166	28	69671	72547	140	19	1	1
chrVII	YGL226C-A	40	42	73157	72748	115	58	1	1
chrVII	YGL226W	41	26	73339	73710	100	3041	0	0
chrVII	YGL225W	3041	42	76893	77906	113	0	1	0
chrVII	YGL224C	33	160	78856	78014	55	11	1	0
chrVII	YGL223C	250	3	80364	79111	62	33	0	1
chrVII	YGL222C	Not available 	Not available 	81185	80658	41	250	0	0
chrVII	YGL221C	0	340	82291	81425	80	Not available 	0	0
chrVII	YGL220W	Not available 	Not available 	82373	82735	181	Not available 	1	1
chrVII	YGL218W	Not available 	Not available 	83649	84299	6	Not available 	1	1
chrVII	YGL219C	Not available 	Not available 	84256	82877	65	Not available 	1	1
chrVII	YGL216W	Not available 	Not available 	84884	87301	52	163	0	0
chrVII	YGL217C	Not available 	Not available 	85179	84838	69	Not available 	1	1
chrVII	YGL215W	163	464	87980	89338	303	Not available 	0	0
chrVII	YGL214W	Not available 	Not available 	90011	90499	Not available 	Not available 	1	0
chrVII	YGL213C	Not available 	21	91251	90058	232	Not available 	1	1
chrVII	YGL212W	Not available 	Not available 	91436	92386	Not available 	Not available 	0	1
chrVII	YGL211W	Not available 	35	92516	93595	94	84	0	0
chrVII	YGL210W	84	24	93797	94465	108	1172	0	0
chrVII	YGL209W	1172	117	95862	97010	107	178	0	1
chrVII	YGL208W	178	47	97342	98589	107	183	0	1
chrVII	YGL207W	183	94	98973	102080	126	285	1	1
chrVII	YGL206C	Not available 	56	107508	102547	270	103	1	1
chrVII	YGL205W	Not available 	Not available 	108162	110408	Not available 	Not available 	1	0
chrVII	YGL204C	363	61	112009	111704	0	Not available 	1	0
chrVII	YGL203C	1232	94	114668	112479	46	363	0	1
chrVII	YGL202W	1230	119	116063	117565	69	165	1	0
chrVII	YGL201C	1646	59	120911	117858	182	0	1	0
chrVII	YGL200C	218	49	123310	122699	83	1646	0	0
chrVII	YGL198W	Not available 	Not available 	123596	124303	50	105	0	0
chrVII	YGL199C	Not available 	Not available 	124047	123577	0	218	0	1
chrVII	YGL197W	105	245	124703	129166	642	18	0	1
chrVII	YGL196W	18	62	129888	131174	116	211	0	1
chrVII	YGL195W	211	30	131531	139549	96	31	1	1
chrVII	YGL194C-A	300	49	139967	139725	155	0	1	1
chrVII	YGL194C	Not available 	Not available 	141732	140374	58	300	0	1
chrVII	YGL193C	Not available 	Not available 	142233	141922	45	Not available 	0	1
chrVII	YGL192W	Not available 	Not available 	142252	144054	47	651	0	1
chrVII	YGL191W	651	62	144814	145203	246	0	1	1
chrVII	YGL190C	383	411	147395	145815	103	447	1	0
chrVII	YGL189C	0	397	148594	148235	46	383	0	0
chrVII	YGL188C-A	Not available 	Not available 	148970	148830	178	0	0	1
chrVII	YGL188C	Not available 	Not available 	149522	149349	Not available 	Not available 	0	1
chrVII	YGL187C	361	484	150177	149710	244	Not available 	0	1
chrVII	YGL186C	265	63	152782	151043	21	361	0	1
chrVII	YGL185C	131	92	154312	153173	63	265	0	1
chrVII	YGL184C	Not available 	106	156018	154621	86	131	0	1
chrVII	YGL183C	Not available 	Not available 	157291	156549	Not available 	Not available 	0	0
chrVII	YGL182C	Not available 	Not available 	157602	157279	Not available 	Not available 	0	0
chrVII	YGL181W	Not available 	54	157912	159102	112	775	0	1
chrVII	YGL180W	775	82	160071	162764	160	324	1	1
chrVII	YGL179C	Not available 	167	165097	163415	77	492	1	0
chrVII	YGL178W	2072	112	167358	170577	76	Not available 	0	1
chrVII	YGL177W	Not available 	Not available 	167565	167912	Not available 	Not available 	1	0
chrVII	YGL176C	Not available 	152	173085	171421	95	637	1	0
chrVII	YGL175C	Not available 	Not available 	174328	173291	Not available 	Not available 	0	1
chrVII	YGL174W	Not available 	43	174551	175351	101	0	1	1
chrVII	YGL173C	159	333	180119	175533	124	15	1	0
chrVII	YGL172W	439	24	180706	182124	95	148	0	1
chrVII	YGL171W	148	29	182396	184090	76	Not available 	1	1
chrVII	YGL170C	Not available 	Not available 	185400	184159	Not available 	Not available 	1	0
chrVII	YGL169W	Not available 	90	186065	187345	206	Not available 	0	1
chrVII	YGL168W	Not available 	Not available 	187470	187802	Not available 	Not available 	1	0
chrVII	YGL167C	371	129	190474	187622	129	Not available 	1	1
chrVII	YGL166W	510	22	191135	191812	161	Not available 	1	1
chrVII	YGL165C	Not available 	Not available 	191982	191404	Not available 	Not available 	1	1
chrVII	YGL164C	266	97	193306	191984	64	Not available 	0	1
chrVII	YGL163C	1481	147	196409	193713	44	266	0	1
chrVII	YGL162W	1417	274	198144	199043	107	0	1	0
chrVII	YGL161C	190	95	200148	199216	132	0	1	0
chrVII	YGL160W	198	89	200567	202279	134	288	0	0
chrVII	YGL159W	288	26	202727	203839	97	Not available 	0	0
chrVII	YGL158W	Not available 	Not available 	207038	208576	Not available 	Not available 	0	0
chrVII	YGL157W	Not available 	43	209011	210054	85	207	0	1
chrVII	YGL156W	207	75	210421	213672	130	158	0	1
chrVII	YGL155W	158	126	214086	215216	198	0	1	0
chrVII	YGL154C	69	101	216101	215283	850	0	1	0
chrVII	YGL153W	0	29	216278	217303	7	Not available 	1	1
chrVII	YGL152C	Not available 	Not available 	217374	216697	Not available 	Not available 	1	1
chrVII	YGL151W	Not available 	26	217529	220927	93	Not available 	1	0
chrVII	YGL149W	Not available 	Not available 	225577	225882	Not available 	Not available 	0	0
chrVII	YGL150C	Not available 	Not available 	225578	221109	138	18	1	0
chrVII	YGL148W	Not available 	29	226404	227534	105	102	1	1
chrVII	YGL147C	Not available 	18	228334	227759	98	98	1	0
chrVII	YGL146C	Not available 	Not available 	229691	228756	Not available 	Not available 	0	1
chrVII	YGL145W	Not available 	52	230248	232353	22	Not available 	1	0
chrVII	YGL144C	Not available 	Not available 	234512	232455	Not available 	Not available 	1	0
chrVII	YGL143C	184	17	235963	234722	79	Not available 	0	1
chrVII	YGL142C	58	47	238124	236274	110	184	0	0
chrVII	YGL141W	73	51	238358	241090	129	93	1	1
chrVII	YGL140C	333	46	245017	241358	217	0	1	1
chrVII	YGL139W	402	85	245721	248129	325	Not available 	1	1
chrVII	YGL138C	Not available 	Not available 	249536	248499	Not available 	Not available 	1	0
chrVII	YGL137W	Not available 	20	249874	252743	190	0	1	1
chrVII	YGL136C	649	39	253864	252902	147	0	1	0
chrVII	YGL135W	570	65	254646	255299	94	195	0	0
chrVII	YGL134W	195	80	255668	256969	49	517	0	1
chrVII	YGL133W	517	177	257712	261506	94	Not available 	0	1
chrVII	YGL132W	Not available 	Not available 	261585	261920	Not available 	Not available 	1	0
chrVII	YGL131C	Not available 	Not available 	265864	261653	Not available 	Not available 	1	1
chrVII	YGL130W	Not available 	33	266150	267529	141	Not available 	1	1
chrVII	YGL129C	Not available 	Not available 	269194	267728	97	69	1	1
chrVII	YGL128C	88	70	270150	269299	77	Not available 	0	0
chrVII	YGL127C	0	18	270781	270398	90	88	0	0
chrVII	YGL126W	82	50	271003	272145	242	0	0	0
chrVII	YGL125W	0	223	272526	274328	434	0	1	0
chrVII	YGL124C	Not available 	67	276720	274786	157	78	1	0
chrVII	YGL123W	647	99	277623	278387	88	Not available 	1	1
chrVII	YGL123C-A	Not available 	Not available 	277870	277640	Not available 	Not available 	0	0
chrVII	YGL122C	92	15	280529	278952	223	243	1	0
chrVII	YGL121C	285	108	281163	280783	147	92	0	1
chrVII	YGL120C	388	54	283943	281640	84	285	0	1
chrVII	YGL119W	364	57	284448	285953	63	Not available 	1	1
chrVII	YGL118C	Not available 	Not available 	288457	288020	Not available 	Not available 	1	0
chrVII	YGL117W	Not available 	64	288518	289315	86	281	0	1
chrVII	YGL116W	281	130	289812	291644	84	186	0	1
chrVII	YGL115W	186	122	292036	293004	82	304	0	0
chrVII	YGL114W	304	73	293463	295640	47	159	0	0
chrVII	YGL113W	159	89	295935	297941	226	0	1	0
chrVII	YGL112C	71	27	299731	298181	117	34	1	1
chrVII	YGL111W	114	19	299981	301372	152	0	1	1
chrVII	YGL110C	Not available 	190	303414	301540	72	77	1	0
chrVII	YGL109W	Not available 	Not available 	303516	303839	Not available 	Not available 	1	0
chrVII	YGL108C	167	27	304074	303652	165	Not available 	1	1
